
:Author: crane
:Email: crane@crane-pc
:Date: 2017-10-18 19:18

:from http://vim-scripts.org/vim/scripts.html

Type	Name	Description
utility	recent.vim	List recent edited files
utility	explorer-reader.vim	preview many text files quickly
utility	Vim-klip-for-Serence-Klipfolio-Windows	Klip that queries vim.sf.net for recent scripts
utility	DotOutlineTree	Helps you edit structured text.
utility	my-_vimrc-for-Windows-2000XP7-users	My very own _vimrc.
utility	OCaml-instructions-signature---parser	Script that parses and provides signature of instructions
utility	The-NERD-Commenter	A plugin that allows for easy commenting of code for many filetypes.
utility	cvsdiff.vim	visual cvs diff utility for vim diffsplit, horizontal or vertical
utility	Vim-JDE	Vim - Just a Development Envirement (Java/C++)
utility	AddIfndefGuard	Add the #ifndef/#define/#endif guard to a C/C++ header file
utility	latexmenu	Generates a "tableofcontents"-navigation-menu for the gui menubar.
utility	cvsvimdiff	cvs diff + vimdiff
utility	vimCU	comment/uncomment functionalities for every language
utility	DNA-Tools	few utils for people working with DNA sequences
utility	oo	Java code commpletion
utility	WhereFrom	WhereFrom helps one locate where maps, functions, or commands are defined
utility	namazu.vim	A frontend to the namazu command-line client.(not mknmz)
utility	increment_new.vim	Subsitute a pattern with incremented values ENHANCED
utility	nodiff.vim	defines Nodiff command to get out of diff mode
utility	ocaml.annot.pl	Displays OCaml type annotations
utility	vis	Extended Visual Mode Commands, Substitutes, and Searches
utility	expander.vim	flexible expansion of abbreviations/templates
utility	AutoUpload	Put file to remote location with one click
utility	wc.vim	Manuscript word counter - Strunk & White style
utility	cleanswap	capture useful text from, and delete, all the vim swap files in ~/.vim/swap
utility	cream-replacemulti	Replace text across multiple files
utility	rotate.vim	This file enables Vim to rotate text (counter) clockwise, put it upside down,etc
utility	MultipleSearch2.vim	Improve Multiple search
utility	fileaccess	access time based simple file explorer for vim
utility	context_complete.vim	Context sensitive word completion
utility	PVCS-access	Difference and browsing abilities for a PVCS archive.
utility	Rhythmbox-Control-Plugin	This plugin can control Rhythmbox in VIM
utility	tComment	An extensible & universal comment plugin that also handles embedded filetypes
utility	templates.vim	Load filetype templates for new files
utility	DetectIndent	Automatically detect indent (expandtab, shiftwidth, tabstop) settings
utility	Abc-Menu	Adds alphabetic menus of commands
utility	substitute.vim	Fast mappings for performing substitutions
utility	Wiked	Syntax file for file.wiki
utility	EditJava	lookup source file for classname under cursor
utility	html_danish	Change danish special characters (æøå) to their html-version and vice versa
utility	jexplorer	package/class browser for Java.
utility	foldcol.vim	fold/unfold by visual-blocks (columns)
utility	tSkeleton	File Templates and Code Skeletons/Snippets
utility	unhtml	Converts HTML tags to a simpler syntax
utility	JavaKit	A collection of tools for developing java apps
utility	remote-PHP-debugger	remote debugger interface to DBGp protocol.
utility	globalreplace.vim	Prompted global search and replace
utility	cygwin_utils.vim	utility functions for invoking *nix cmds in Windows/Cygwin (for use in scripts)
utility	GetFDCText.vim	Returns a string, to be displayed for a closed fold
utility	perl-test-manage.vim	Keep Track of the Number of Tests in a Perl Test File
utility	bufkill.vim	Unload/delete/wipe a buffer, keep its window(s), display last accessed buffer(s)
utility	header.vim	Adds a header -author, path, timestamp- when a new file is created.
utility	tree	A treeview framework
utility	Japanese-Keymapping	Provides keymapping for Japanese Hiragana and Katakana letters
utility	scratch.vim	a plugin to create a scratch buffer
utility	vim_faq.vim	script to install the Vim FAQ as a Vim help file
utility	synmark.vim	Highlight text at a fixed location
utility	vim2ansi	Convert highlighted text into ansi control sequence
utility	lxTrace	lxTrace provides vim-script developers with a simple traceing utility.
utility	vimUnit	vimUnit is a unit testing tool inspiered by tools like junit.
utility	UpdateModDate.vim	Updates a date stamp within a file whenever it is saved.
utility	reverse.vim	reverse (1st line becomes last ...) the lines in a file
utility	BodySnatcher	Generate CSS from HTML doc BODY attribs - updates Web docs quickly. Perl req'd.
utility	pmd.vim	Integrates PMD using Vim quickfix mode
utility	pydoc.vim	Pulls external python documentation into a Vim window.
utility	rcs.vim	Automatically handle RCS files
utility	bulgarian.vim	Bulgarian phonetic keymap for vim
utility	WhatsMissing.vim	Shows what is missing between 2 buffers
utility	ACScope	Another CScope frontend
utility	txt2tags-menu	gVim menu for txt2tags
utility	buffer-perlpython.pl	run 'perl -cw' or 'pychecker' over the buffer, display results in a new window
utility	cream-statusline-prototype	Display current function prototype in statusline
utility	Archive	Open archives in vim as a tree or flat list, w/ nesting support.
utility	VimRegEx.vim	Regular Expression Developer for Vim
utility	multiwin.vim	MultiWin: use VIM like a Rolodex
utility	MS-Word-from-VIM	Interact with MS Word from VIM
utility	xmms.vim	Control xmms from within VIM
utility	replvim.sh	Allow a read eval print loop and vim to play nicely together
utility	VUT	Vim Universal Templates
utility	cscope_win	Display cscope output in a separate window similar to emacs
utility	netrw.vim	Network oriented reading, writing, and browsing (keywords: netrw ftp scp)
utility	python_calltips	Display Python code calltips and allows you to auto-complete your Python code
utility	ConfirmQuit.vim	Provides a confirm dialog when you try to quit vim
utility	BufOnly.vim	Delete all the buffers except the current/named buffer
utility	mingw.vim	Vim compiler file for MinGW.
utility	cecutil	Some utilities used by several of my scripts (window positioning, mark handling)
utility	asp.vim	Macros and menus for ASP documents
utility	greputils	Interface with grep, find and id-utils (not just another grep wrapper)
utility	Vive.vim	Single or multi line Vim script code executed with a keystroke
utility	pygtk_color	PyGtk2 color selection dialog
utility	Menu-Autohide	A plugin to hide the menubar when the window shrinks.
utility	DavesVimPack	Not Very Popular: Bad Reviews
utility	vsutil.vim	function primitives for Vim scripts.
utility	curBuf.vim	source/execute current file from toolbar or function key
utility	InteractHL.vim	Interactively generate colorscheme or syncolor.vim
utility	browser.vim	web browser plugin
utility	The-Mail-Suite-tms	Send, Receive and Organize mail from within VIM
utility	groff-keymap	groff latin1/cp1252/utf-8 keymap conversion file
utility	ST20-compiler-plugin	Vim compiler plugin for ST20 C compiler
utility	monday	Lets you use ctrl-a and ctrl-x on names of months and weekdays
utility	CodeReviewer.vim	Utility for code reviews (using quickfix)
utility	vimtabs.vim	plugin for mozilla-like tabs
utility	array.vim	Implements multi-dimensional arrays in vim.
utility	vimgrep.vim	Editing utilities using grep/find without external grep/find programs
utility	HTMLxC.vim	Edit hex color codes in HTML files easily using rgb decimal; Perl req'd.
utility	cream-iso3166-1	Find ISO 3166-1 country codes and names
utility	cream-iso639.vim	Find ISO 639 language abbreviations and names
utility	OOP.vim	Object Oriented Programming
utility	commenter	A handy comment/uncomment plugin
utility	scalefont	Switch between your favourite font/gui settings
utility	msvc2003	Support Miscrosoft Visual C++ 2003 ToolKit
utility	errsign	Puts ">>" signs at lines with errors
utility	Visual-Mark	Visual mark, similar to UltraEdit's bookmark
utility	xmlwf.vim	A compiler plugin for the xmlwf xml well-formedness checker
utility	feralstub.vim	Flexible stubs. (inspired by Dr.Chip's C-Stubs)
utility	potwiki.vim	Maintain a Wiki of plain text files
utility	check-mutt-attachments.vim	Script not to forget to attach files mentioned in an email
utility	clipbrd	Clipboard and other register content editor.
utility	PLI-Tools	Syntax, Indent and Goodies for IBM's Mainframe-PLI
utility	buflist	Buffer browser
utility	Lynx-Offline-Documentation-Browser	Lets you browse offline html docs in a buffer
utility	Phrases	Find and highlight words/phrases used repeatedly
utility	SearchInBuffers.vim	Perform the current search in all the open buffers
utility	TransferChinese.vim	Transfer Chinese to Chinese
utility	menu_pt_br.vimfix	Fix of menu translation
utility	Window-Sizes	Allows multiple windows to have specific vertical sizes
utility	nant-compiler-script	NAnt support for the make command
utility	FiletypeRegisters	Localize register contents based on filetype
utility	pdftotext	Allow vim to read in a PDF file as plain text
utility	DoxygenToolkit.vim	Simplify Doxygen documentation in C, C++, Python.
utility	mappinggroup.vim	Map function keys to act like a multilevel menu
utility	onsgmls.vim	A compiler plugin for the onsgmls (or nsgmls) SGML/XML validator
utility	Simple-templates	Simple template insertion
utility	GtkFileChooser	Patch that adds GtkFileChooser support to gvim (GTK 2.4+)
utility	folds.vim	Folds the continuous same lines more than 4 to 2 lines and 1 folded line
utility	IncrediBuild.vim	Allows building using IncrediBuild, using Vim's quickfix system
utility	uptime.vim	Display Vim uptimes
utility	FTP-Completion	complete files in command line for ftp.
utility	RemoteSaveAll.vim	:RWALL[!] - save modified files in all running vim instances, also :WALL[!]
utility	DumpStr.vim	dump vimscript string to clearly see multi-byte chars, bytes, and codes of both
utility	replace	quick replacing of expressions
utility	latex_pt	replaces LaTeX portuguese codes by the real characters and vice-versa
utility	YAPosting	Yet Another Posting script
utility	php-doc	Basic phpdoc support for vim.
utility	ToggleComment	Simple, flexibel, language-independent mappings to de-/commentify
utility	xml2latex	Convert XML files to LaTeX tabbing environment
utility	multiselect	Create multiple selections and operate
utility	qf.vim	Allow :grep to work with multiple programs
utility	Scons-compiler-plugin	Compiler plugin for scons.
utility	StyleChecker--perl	Tool for finding and highlighting repeated words in file
utility	ProjectBrowse	Browse a list of files below a root directory
utility	screen.vim	screen-like keybindings for buffers and windows
utility	sccs.vim	Compare delta's from SCCS files, visually selectable
utility	newheader.vim	Create function header comment according to a template
utility	autosession.vim	Vim plugin for autosaving & autoloading session
utility	ftpsync	Synchronize files with a remote server
utility	database-client	Database client - connect directly to database without external utility
utility	TogFullscreen.vim	Toggle fullscreen mode in Windows
